keyword,Title,Reviews,Review_points,Address,Country,City,State,Website,Phone,Latitude,Longitude,Category,Kecamatan,Kelurahan,Pasar_Amount,Landmark_Amount,Price_Range_Rp 100–125K,Price_Range_Rp 150–175K,"Price_Range_Rp 1–25,000","Price_Range_Rp 1–50,000","Price_Range_Rp 250,000+",Price_Range_Rp 25–50K,Price_Range_Rp 25–75K,Price_Range_Rp 50–100K,Price_Range_Rp 50–75K,Price_Range_Rp 75–100K,Busiest_time_Monday,Busiest_time_Tuesday,Busiest_time_Wednesday,Busiest_time_Thursday,Busiest_time_Friday,Busiest_time_Saturday,Busiest_time_Sunday,Populations_2023,Competitor,Review_rate,Average_review_points,Average_reviews,Max_reviews,Min_reviews,Success_rate,Success_rate_category_minor,Success_rate_category_major
Toko Makanan Malang,Ud Dorang ( Usahan Dagang Dodolan Sembarang Kuliner ),769.0597889800704,4.530949589683471,"Jl.Cipayung No.9, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 857-0600-7600,-7.9553706,112.6164919,Restoran,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,22,14601.381477139506,4.53,847.21,21451.0,1.0,663.7,0.0,663.7
Street Food Malang,My korean corner,49.0,4.4,"Jl. Comal No.9, Bunulrejo, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 813-3118-7107,-7.9667702,112.647446,Lainnya,Blimbing,Blimbing,44.0,14.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,8733,11,5562.740738569753,4.52,664.83,6759.0,1.0,505.7,0.0,505.7
Kuliner Malang Murah,Murah LEZAT,1.0,5.0,"Jl. Anila II No.9, Sawojajar A, Sekarpuro, Kec. Pakis, Kabupaten Malang, Jawa Timur 65154, Indonesia",ID,Malang Regency,East Java,Tidak Ada,+62 857-3085-8519,-7.9635845,112.6676193,Lainnya,Kedungkandang,Sawojajar,1.0,0.0,False,False,True,False,False,False,False,False,False,False,9PM,1AM,2PM,9PM,4AM,11PM,2AM,26877,2,9.4,4.8,1537.5,6138.0,1.0,4.7,4.7,0.0
Kuliner Malang Terbaik,Kimukatsu Mall Olympic Garden Malang,560.0,4.6,"Kawi St No.24, Kauman, Klojen, Malang City, East Java 65116, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 811-3321-112,-7.9769797,112.6235415,Restoran,Klojen,Kauman,10.0,6.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,5PM,3PM,5PM,4PM,4PM,9063,10,5904.2,4.43,1342.15,7391.0,2.0,590.42,0.0,590.42
Street Food Malang,Kochi Seoul,219.0,4.7,"Jl. Sekampung No.6, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,https://linktr.ee/kochi.seoul,+62 897-1589-826,-7.9631752,112.6371532,Masakan Lain,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,1PM,11AM,10AM,5PM,7PM,3PM,12PM,5928,15,2428.645369284877,4.53,847.21,21451.0,1.0,161.91,0.0,161.91
Kuliner Malang Murah,Master Ceker Setan Warung Malam Hotel Savana Malang,4.0,4.8,"Jl. Letjen Sutoyo No.40, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65315, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 896-6534-4923,-7.9619609,112.6364652,Ayam,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,1PM,6PM,3AM,12PM,2AM,11PM,7PM,5928,10,4541.85,4.53,847.21,21451.0,1.0,454.19,0.0,454.19
Kuliner Malang Terbaik,Imuh Kuliner,2.0,5.0,"Jl. Sumpil 1 No.7b, Purwodadi, Kec. Blimbing, Kota Malang, Jawa Timur 65125, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 813-3420-7461,-7.934316,112.645076,Restoran,Blimbing,Blimbing,44.0,14.0,False,False,True,False,False,False,False,False,False,False,8PM,6PM,6AM,7AM,2PM,6AM,5AM,8733,10,2679.6,4.52,664.83,6759.0,1.0,267.96,0.0,267.96
Toko Makanan Malang,GoMik Malang,56.0,5.0,"Jl. Tapaksiring No.45, Samaan, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9610217,112.6272244,Lainnya,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,43,11154.986107854631,4.53,847.21,21451.0,1.0,259.42,0.0,259.42
Restoran di Malang,Kober Mie Malang - Suhat,7949.0,4.3,"Jl. Soekarno Hatta No.1-2, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9484568,112.6167529,Mie,Lowokwaru,Jatimulyo,7.0,1.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19014,1,3976.65,4.57,1122.21,7949.0,1.0,3976.65,3976.65,0.0
Kuliner Malang Murah,Kuliner Madura Nyaman Onggu,2.0,4.5,"Jalan Gor Pertamina UB, Kantin CL UB Kav. 12, Kelurahan Penanggungan, Kecamatan Klojen, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65113, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 878-5933-9233,-7.9529349,112.6167692,Restoran,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,10AM,4PM,11AM,4PM,3PM,3PM,7PM,5928,22,14601.381477139506,4.53,847.21,21451.0,1.0,663.7,0.0,663.7
Kuliner Malang Terbaik,Bale Duren Malang,12.0,4.6,"Jl. Gajahmada No.10, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.97926,112.635788,Lainnya,Klojen,Kiduldalem,4.0,8.0,False,False,True,False,False,False,False,False,False,False,2PM,12PM,4PM,12PM,10AM,12PM,2PM,6240,4,3419.2,4.4,1087.93,7541.0,2.0,854.8,854.8,0.0
Street Food Malang,Simpang Raya Malang Kauman,188.0,4.7,"Jl. Merdeka Selatan No.5, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 831-6313-7609,-7.9837033,112.6304871,Warung,Klojen,Kauman,10.0,6.0,False,False,False,False,False,False,True,False,False,False,1PM,1PM,1PM,11AM,1PM,10AM,3PM,9063,6,1115.745369284877,4.43,1342.15,7391.0,2.0,185.96,0.0,185.96
Toko Makanan Malang,TEDDYNEM FAMILY,769.0597889800704,4.530949589683471,"Omah Iwak, Samaan, Kec. Klojen, Kota Malang, Jawa Timur, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 856-3606-067,-7.9666239,112.6326467,Lainnya,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,43,11154.986107854631,4.53,847.21,21451.0,1.0,259.42,0.0,259.42
Kuliner Malang Murah,PECEL STASIUN MALANG KOTA,2.0,5.0,"Malang, Depan, Jl. Trunojoyo, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9779126,112.6360989,Olahan Nasi,Klojen,Kiduldalem,4.0,8.0,False,False,True,False,False,False,False,False,False,False,9AM,7AM,3PM,1PM,4PM,9AM,1PM,6240,6,859.7,4.4,1087.93,7541.0,2.0,143.28,0.0,143.28
Kuliner Malang Terbaik,"Nasi Goreng ""Bang Joni""",43.0,4.5,"asik, Jl. Bromo, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 811-3713-232,-7.9750028,112.6271798,Olahan Nasi,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,9PM,6PM,10PM,7PM,7PM,7PM,7PM,5928,12,2439.3,4.53,847.21,21451.0,1.0,203.28,0.0,203.28
Warung Makan di Malang,"Warung Ikan Gajayana (kuliner ikan asap, bakar dll)",8.0,5.0,"Jl. Gajayana No.573, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 856-0631-1437,-7.9465218,112.6089301,Seafood,Lowokwaru,Ketawanggede,0.0,33.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5046,1,6.5,4.55,285.07,2578.0,1.0,6.5,6.5,0.0
Street Food Malang,Pujasera Kayutangan,28.0,4.2,"Jl. Jenderal Basuki Rahmat No.17c, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 899-4149-215,-7.9795993,112.629587,Warung,Klojen,Kauman,10.0,6.0,False,False,True,False,False,False,False,False,False,False,9PM,8PM,8PM,9PM,9PM,8PM,8PM,9063,6,1115.745369284877,4.43,1342.15,7391.0,2.0,185.96,0.0,185.96
Restoran di Malang,TimTong,1113.0,4.5,"Kawi St No.22a, Gading Kasri, Klojen, Malang City, East Java 65111, Indonesia",ID,Malang City,East Java,http://timtong.co/,Tidak Ada,-7.9752731,112.6191305,Lainnya,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,5PM,5PM,2PM,2PM,6PM,6PM,1PM,5928,43,11154.986107854631,4.53,847.21,21451.0,1.0,259.42,0.0,259.42
Toko Makanan Malang,Dunkin' Donuts,1067.0,4.5,"Jl. Jaksa Agung Suprapto No.50 A, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 327962,-7.9665039,112.6341258,Snack,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,10AM,11AM,10AM,1PM,2PM,11AM,10AM,5928,30,7237.595369284877,4.53,847.21,21451.0,1.0,241.25,0.0,241.25
Kuliner Malang Terbaik,Soto Budhe,66.0,4.4,"Jl. Garbis No.20, Bareng, Kec. Klojen, Kota Malang, Jawa Timur 65116, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 859-4186-3757,-7.9784008,112.6146001,Soto,Klojen,Bareng,3.0,2.0,False,False,True,False,False,False,False,False,False,False,1PM,11AM,1PM,12PM,12PM,9AM,7PM,15048,1,35.2,4.49,1186.25,5376.0,10.0,35.2,35.2,0.0
Toko Makanan Malang,Alfamart Jakarta Malang,25.0,3.4,"Jl. Jakarta Dalam Blk. F-G No.Kel No. 4 Kav, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 1 500 959,-7.9631179,112.6248677,Supermarket,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,2PM,4PM,5PM,4PM,12PM,2PM,12PM,5928,2,78.3,4.53,847.21,21451.0,1.0,39.15,39.15,0.0
Street Food Malang,"""Kimchi Story"" Korean Café",541.0,4.3,"Jl. Raya Tidar No.2A, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65149, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 857-3029-6135,-7.9669191,112.6130893,Lainnya,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,43,11154.986107854631,4.53,847.21,21451.0,1.0,259.42,0.0,259.42
Kuliner Malang Terbaik,Cangkir Coffee Malang,252.0,4.4,"Jl. Letjend S. Parman No.149, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65124, Indonesia",ID,Malang City,East Java,http://linktr.ee/cangkircoffeemalang,+62 858-5382-1575,-7.9452698,112.6405202,Minuman,Blimbing,Blimbing,44.0,14.0,False,False,False,False,False,True,False,False,False,False,8PM,7PM,7PM,2PM,7PM,8PM,8PM,8733,15,1690.9,4.52,664.83,6759.0,1.0,112.73,0.0,112.73
Kuliner Malang Murah,Lalapan Katanya Enak,10.0,4.6,"Jl. Soekarno Hatta No.83 A, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 882-2712-5437,-7.937843,112.6277187,Warung,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19407,28,7638.795369284877,4.55,621.97,8486.0,1.0,272.81,0.0,272.81
Kuliner Malang Terbaik,Bakso Akrom,307.0,4.6,"2J8H+XFF, Kauman, Klojen, Malang City, East Java 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 352101,-7.982568,112.6286607,Bakso,Klojen,Kauman,10.0,6.0,False,False,True,False,False,False,False,False,False,False,11AM,12PM,11AM,11AM,12PM,12PM,12PM,9063,2,431.1,4.43,1342.15,7391.0,2.0,215.55,215.55,0.0
Warung Makan di Malang,Warung Biru Pak Mat,10.0,4.5,"Jl. Simpang Raya Langsep No.67, Bareng, Kec. Klojen, Kota Malang, Jawa Timur 65116, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 819-4480-4398,-7.9829566,112.6150481,Warung,Klojen,Bareng,3.0,2.0,False,False,True,False,False,False,False,False,False,False,8PM,7AM,11PM,7AM,3AM,9AM,6AM,15048,5,3554.740738569754,4.49,1186.25,5376.0,10.0,710.95,710.95,0.0
Street Food Malang,Fat Panda Pepper Steak & Hotplate,100.0,2.2,"Foodcourt Lantai 3 Mall Olympic Garden, Jl. Kawi No.24, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65116, Indonesia",ID,Malang City,East Java,https://instagram.com/fatpanda.id?igshid=18u1fblk4gp30,Tidak Ada,-7.976899,112.6237343,Fast Food,Klojen,Kauman,10.0,6.0,False,False,False,False,False,True,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,9063,2,3086.9,4.43,1342.15,7391.0,2.0,1543.45,1543.45,0.0
Toko Makanan Malang,Supplier Jeruk Baby Java Malang Harga Termurah,769.0597889800704,4.530949589683471,"Samaan, Klojen, Malang City, East Java, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 852-9928-1004,-7.9666239,112.6326467,Lainnya,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,43,11154.986107854631,4.53,847.21,21451.0,1.0,259.42,0.0,259.42
Kuliner Malang Murah,Es Teller Dempo No 7,2514.0,4.6,"2JJ9+RHP Pujasera Dempo, Jl. Gede, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9679248,112.6189615,Minuman,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,1PM,1PM,1PM,1PM,1PM,1PM,5928,48,15239.695369284877,4.53,847.21,21451.0,1.0,317.49,0.0,317.49
Kuliner Malang Terbaik,Warung Angsle Ronde,620.0,4.6,"Jl. Merbabu No.6, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 858-5544-0406,-7.9699701,112.6255496,Masakan Cina,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,8PM,8PM,8PM,8PM,8PM,8PM,5928,6,6089.7,4.53,847.21,21451.0,1.0,1014.95,0.0,1014.95
Kuliner Malang Terbaik,Okiru Ramen,150.0,4.5,"Jl. Bandung No.5A, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia",ID,Malang City,East Java,https://www.instagram.com/okiruramen,+62 822-2897-8497,-7.9617932,112.623681,Mie,Klojen,Klojen,45.0,20.0,False,False,False,False,False,False,False,False,True,False,6PM,7PM,7PM,6PM,7PM,7PM,7PM,5928,18,10453.095369284876,4.53,847.21,21451.0,1.0,580.73,0.0,580.73
Street Food Malang,Aka streetfood,769.0597889800704,4.530949589683471,"Jl. Simpang Raya Langsep No.15, Pisang Candi, Kec. Sukun, Kota Malang, Jawa Timur 65146, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 851-5882-1148,-7.9781799,112.6117915,Warung,Sukun,Sukun,9.0,17.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19320,8,1672.6953692848767,4.57,648.53,4413.0,4.0,209.09,0.0,209.09
Toko Makanan Malang,BARAKA.MALANG,67.0,4.8,"Jl. Kaliurang No.53A, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,http://instagram.com/baraka.malang,+62 812-3330-0538,-7.9626665,112.6315188,Lainnya,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,8PM,9PM,9PM,9PM,10PM,10PM,10PM,5928,43,11154.986107854631,4.53,847.21,21451.0,1.0,259.42,0.0,259.42
Toko Makanan Malang,Indomaret,4.0,3.3,"Jl. W.R. Supratman, Rampal Celaket, Malang, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,http://indomaret.com/,+62 816-500-580,-7.9662064,112.6375132,Supermarket,Klojen,Rampal Celaket,0.0,0.0,False,False,True,False,False,False,False,False,False,False,4PM,11AM,8PM,5PM,11AM,9AM,8PM,6069,1,3.65,3.3,4.0,4.0,4.0,3.65,3.65,0.0
Kuliner Malang Murah,Lalapan Promo Murah Enak Nasi Ambil Sendiri Semaunya,2.0,5.0,"Jl. Cengkeh No.28, Tulusrejo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-1014-5160,-7.9466047,112.6229985,Olahan Nasi,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19407,15,911.3,4.55,621.97,8486.0,1.0,60.75,0.0,60.75
Kuliner Malang Terbaik,Sate Kambing Bang Elyas,619.0,4.6,"Jl. Arif Margono No.28a, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65117, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 353970,-7.985281,112.6244461,Sate,Klojen,Kasin,3.0,1.0,False,False,False,False,False,False,False,False,True,False,6PM,6PM,6PM,6PM,6PM,7PM,6PM,12918,1,311.8,4.54,1444.47,7925.0,15.0,311.8,311.8,0.0
Warung Makan di Malang,Warung Rila,37.0,4.3,"Jl. Kahayan No.11, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 491291,-7.9642566,112.6379441,Warung,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,11AM,9AM,1PM,12PM,12PM,12PM,7PM,5928,53,12486.890738569753,4.53,847.21,21451.0,1.0,235.6,0.0,235.6
Street Food Malang,Market Meal Soekarno Hatta Malang Center,5.0,5.0,"3J5F+P9C, Jl. Soekarno Hatta, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9406813,112.6233793,Pasar,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19407,2,2098.15,4.55,621.97,8486.0,1.0,1049.08,1049.08,0.0
Toko Makanan Malang,Osobkiwalan Kaos Khas Malang,19.0,4.3,"Jl. Simpang Tenaga Selatan II No.12, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65122, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 813-3506-0700,-7.9486012,112.6459792,Masakan Lain,Blimbing,Blimbing,44.0,14.0,False,False,True,False,False,False,False,False,False,False,7AM,9AM,5PM,8AM,7PM,7AM,7AM,8733,3,400.9453692848769,4.52,664.83,6759.0,1.0,133.65,133.65,0.0
Restoran di Malang,Depot 88 Tidar,471.0,4.2,"Jl. Raya Tidar No.21, Karangbesuki, Kec. Sukun, Kota Malang, Jawa Timur 65146, Indonesia",ID,Malang City,East Java,http://chinesefoodmalangdepot88.wordpress.com/,+62 341 581888,-7.9666032,112.6106002,Warung,Sukun,Karangbesuki,6.0,4.0,False,False,False,False,False,False,True,False,False,False,12PM,6PM,7PM,1PM,7PM,7PM,7PM,19668,4,358.2,4.62,502.83,1808.0,45.0,89.55,89.55,0.0
Toko Makanan Malang,Lalapan Belut Fresh,2884.0,4.5,"Jl. Kalpataru No.25, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9508351,112.6310582,Warung,Lowokwaru,Jatimulyo,7.0,1.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,6PM,7PM,7PM,19014,10,2450.65,4.57,1122.21,7949.0,1.0,245.06,0.0,245.06
Kuliner Malang Murah,Warung MBTM (Malang Belong's To Me),65.0,4.4,"Jl. Danau Bratan Raya No.21, Sawojajar, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 838-4674-5981,-7.9741564,112.6593142,Warung,Kedungkandang,Kedungkandang,10.0,10.0,False,False,True,False,False,False,False,False,False,False,9PM,6PM,1PM,2PM,6PM,9AM,4PM,11781,14,2028.236107854631,4.58,367.15,2077.0,1.0,144.87,0.0,144.87
Kuliner Malang Terbaik,Rumah Kuliner Malang,769.0597889800704,4.530949589683471,"Jl. Kapten Piere Tendean, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65117, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-4917-8548,-7.9873579,112.6283148,Restoran,Klojen,Kasin,3.0,1.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,12918,2,940.5953692848769,4.54,1444.47,7925.0,15.0,470.3,470.3,0.0
Restoran di Malang,Sego Liwet Solo,165.0,4.3,"Jl. Bromo No.44, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 352911,-7.9744454,112.6274522,Olahan Nasi,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,12,2439.3,4.53,847.21,21451.0,1.0,203.28,0.0,203.28
Warung Makan di Malang,Warung Barokah,18.0,4.5,"Jl. Cendrawasih No.24, Sukun, Kec. Sukun, Kota Malang, Jawa Timur 65147, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 896-7415-2227,-7.9911182,112.6163677,Warung,Sukun,Sukun,9.0,17.0,False,False,True,False,False,False,False,False,False,False,11AM,11AM,7AM,11AM,8AM,5PM,7PM,19320,8,1672.6953692848767,4.57,648.53,4413.0,4.0,209.09,0.0,209.09
Toko Makanan Malang,Titik Koma Buring,514.0,4.6,"Jl. Buring No.52, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,http://www.titikkoma.com/,+62 877-0013-2888,-7.9698273,112.624714,Lainnya,Kedungkandang,Buring,1.0,0.0,False,False,False,False,False,True,False,False,False,False,12PM,10AM,7PM,1PM,7PM,9PM,8PM,15876,2,375.9,4.53,498.73,1631.0,7.0,187.95,187.95,0.0
Kuliner Malang Terbaik,Gokana Ramen & Teppan TRANSMART Malang,237.0,4.0,"2JV9+65M, Penanggungan, Klojen, Malang City, East Java 65113, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.956922,112.617908,Mie,Klojen,Klojen,45.0,20.0,False,False,False,False,False,False,False,False,True,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,18,10453.095369284876,4.53,847.21,21451.0,1.0,580.73,0.0,580.73
Toko Makanan Malang,Legi Pait,482.0,4.6,"Jl. Patimura No.24, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9733703,112.6346425,Lainnya,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,8PM,7PM,11AM,7PM,9AM,9PM,7PM,5928,43,11154.986107854631,4.53,847.21,21451.0,1.0,259.42,0.0,259.42
Street Food Malang,Bakso Sayur Seberang MIN 1 Malang,40.0,4.7,"2JQF+G84, Jl. Bandung, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.961241,112.62334,Bakso,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,6PM,2AM,5PM,5PM,5PM,2AM,7PM,5928,10,19706.0,4.53,847.21,21451.0,1.0,1970.6,0.0,1970.6
Kuliner Malang Terbaik,Mie Gacoan Jl. Jakarta Kota Malang,1958.0,4.6,"Jl. Jakarta No.16, RW.3, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 857-8862-7699,-7.9629116,112.6237069,Mie,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,6PM,6PM,7PM,6PM,7PM,7PM,7PM,5928,18,10453.095369284876,4.53,847.21,21451.0,1.0,580.73,0.0,580.73
Kuliner Malang Murah,WR SUPRAPTO,68.0,4.5,"Jl. Semeru No.14, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 821-4489-8028,-7.9763232,112.6287212,Lainnya,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,43,11154.986107854631,4.53,847.21,21451.0,1.0,259.42,0.0,259.42
Kuliner Malang Terbaik,Telap88 spesial seafood dan ikan bakar (Dine In & Take away),17.0,5.0,"Jl. Bend. Darma No.7, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 813-3216-3547,-7.9593952,112.6119993,Seafood,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19407,1,11.0,4.55,621.97,8486.0,1.0,11.0,11.0,0.0
Kuliner Malang Murah,Kedai Murah Barokah,3.0,5.0,"Jl. Raya Tlogomas No.48, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 851-0347-9989,-7.9209757,112.5947072,Minuman,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19407,29,11246.75,4.55,621.97,8486.0,1.0,387.82,0.0,387.82
Warung Makan di Malang,Warung Nasi bima n bima sport,10.0,4.7,"Jl. Candi Bima No.27, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-3210-6190,-7.9437377,112.6349139,Olahan Nasi,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,9AM,1PM,3PM,11AM,12PM,1PM,12PM,19407,15,911.3,4.55,621.97,8486.0,1.0,60.75,0.0,60.75
